Woonplaats;Woonplaats code;Mutatiedatum WPL;Einddatum WPL;Gemeente;Gemeente code;Ingangsdatum nieuwe gemeente;Gemeente beeindigd per
Steggerda;1741;;;Weststellingwerf;98;
Stein;1913;;;Stein;971;
Stellendam;2933;;;Goedereede;511;
Sterksel;1316;;;Heeze-Leende;1658;
Stevensbeek;2084;;;Sint Anthonis;1702;
Stevensweert;1922;;;Maasgouw;1641
Steyl;1475;;;Venlo;983
Stieltjeskanaal;2163;;;Coevorden;109
Stiens;3230;;;Leeuwarderadeel;81
Stitswerd;3482;;;Eemsmond;1651
Stokkum;2210;;;Montferland;1955
Stolwijk;2388;;;Vlist;623
Stompetoren;1890;;;Schermer;458
Stoutenburg;2639;;;Leusden;327
Stoutenburg Noord;1667;;;Amersfoort;307
Stramproy;1975;;;Weert;988
Streefkerk;1805;;;Liesveld;694
Striep;2620;;;Terschelling;93
Strijbeek;3435;;;Alphen-Chaam;1723
Strijen;2797;;;Strijen;617
Strijensas;2798;;;Strijen;617
Stroe;1059;;;Barneveld;203
Stroobos;3180;;;Achtkarspelen;59
Stuifzand;1819;;;Hoogeveen;118
Stuifzand;3023;;;Midden-Drenthe;1731
Sumar;2453;;;Tytsjerksteradiel;737
Surhuisterveen;3181;;;Achtkarspelen;59
Surhuizum;3182;;;Achtkarspelen;59
Susteren;2045;;;Echt-Susteren;1711
Suwâld;2448;;;Tytsjerksteradiel;737
Swalmen;2283;;;Roermond;957
Sweikhuizen;2104;;;Schinnen;962
Swichum;1204;;;Leeuwarden;80
Swifterbant;2431;;;Dronten;303
Swolgen;1859;;;Horst aan de Maas;1507
t Zandt;3458;;;Loppersum;24
Taarlo;2918;;;Tynaarlo;1730
Teeffelen;3472;;;Oss;828
Teerns;1203;;;Leeuwarden;80
Tegelen;1474;;;Venlo;983
Ten Boer;1829;;;Ten Boer;9
Ten Post;1830;;;Ten Boer;9
Ter Aar;2673;;;Nieuwkoop;569
Ter Aard;2394;;;Assen;106
Ter Apel;2296;;;Vlagtwedde;48
Ter Apelkanaal;2297;;;Vlagtwedde;48
Ter Heijde;2663;;;Westland;1783
Ter Idzard;1742;;;Weststellingwerf;98
Terband;2182;;;Heerenveen;74
Terborg;1577;;;Oude IJsselstreek;1509
Terheijden;2578;;;Drimmelen;1719
Terherne;2537;;;Boarnsterhim;55
Terhole;3096;;;Hulst;677
Terkaple;2510;;;Skarsterlân;51
Termunten;3242;;;Delfzijl;10
Termunterzijl;3243;;;Delfzijl;10
Ternaard;3411;;;Dongeradeel;58
Terneuzen;1137;;;Terneuzen;715
Teroele;2511;;;Skarsterlân;51
Terschuur;1058;;;Barneveld;203
Tersoal;2538;;;Boarnsterhim;55
Terwispel;3355;;;Opsterland;86
Terwolde;2609;;;Voorst;285
Teteringen;1706;;;Breda;758
Teuge;2610;;;Voorst;285
Thesinge;1832;;;Ten Boer;9
Tholen;2071;;;Tholen;716
Thorn;1916;;;Maasgouw;1641
Tiel;2557;;;Tiel;281
Tiendeveen;1820;;;Hoogeveen;118;;
Tiendeveen;3024;;;Midden-Drenthe;1731;;
Tienhoven;2065;;;Maarssen;333;;01-01-2011
Tienhoven;2065;;;Stichtse Vecht;1904;01-01-2011;
Tienhoven;2107;;;Zederik;707;;
Tienray;1860;;;Horst aan de Maas;1507;;
Tijnje;3356;;;Opsterland;86;;
Tilburg;1043;;;Tilburg;855;;
Tilligte;1416;;;Dinkelland;1774;;
Tinallinge;2473;;;Winsum;53;;
Tinte;1211;;;Westvoorne;614;;
Tirns;2421;;;Wymbritseradiel;683;;01-01-2011
Tirns;2421;;;Súdwest Fryslân;1900;01-01-2011;
Tjalhuizum;2422;;;Wymbritseradiel;683;;01-01-2011
Tjalhuizum;2422;;;Súdwest Fryslân;1900;01-01-2011;
Tjalleberd;2184;;;Heerenveen;74;;
Tjerkgaast;2512;;;Skarsterlân;51;;
Tjerkwerd;2324;;;Wûnseradiel;710;;01-01-2011
Tjerkwerd;2324;;;Súdwest Fryslân;1900;01-01-2011;
Tjuchem;1360;;;Slochteren;40;;
Tolbert;2345;;;Leek;22;;
Toldijk;1531;;;Bronckhorst;1876;;
Tolkamer;2981;;;Rijnwaarden;196;;
Tollebeek;1279;;;Noordoostpolder;171;;
Tonden;1110;;;Brummen;213;;
Toornwerd;3454;;;Loppersum;24;;
Tricht;3220;01-06-2010;14-12-2011;Geldermalsen;236;;
Tricht;3531;24-11-2011;;Geldermalsen;236;;
Triemen;3314;;;Kollumerland en Nieuwkruisland;79;;
Tripscompagnie;2276;;;Menterwolde;1987;;
Tubbergen;1294;;;Tubbergen;183;;
Tuil;3366;;;Neerijnen;304;;
Tuitjenhorn;3292;;;Harenkarspel;395
Tuk;2715;;;Steenwijkerland;1708
Tull en 't Waal;2055;;;Houten;321
Twello;2611;;;Voorst;285
Twijzel;3183;;;Achtkarspelen;59
Twijzelerheide;3184;;;Achtkarspelen;59
Twisk;3157;;;Medemblik;420
Tynaarlo;2919;;;Tynaarlo;1730
Tytsjerk;2447;;;Tytsjerksteradiel;737
Tzum;1362;;;Franekeradeel;70
Tzummarum;1377;;;Franekeradeel;70
Ubbena;2395;;;Assen;106
Ubbergen;2879;;;Ubbergen;282
Uddel;2255;;;Apeldoorn;200
Uden;1847;;;Uden;856
Udenhout;1045;;;Tilburg;855
Uffelte;3121;;;Westerveld;1701;;
Ugchelen;2256;;;Apeldoorn;200;;
Uitdam;1947;;;Waterland;852;;
Uitgeest;2755;;;Uitgeest;450;;
Uithoorn;2062;;;Uithoorn;451;;
Uithuizen;3483;;;Eemsmond;1651;;
Uithuizermeeden;3484;;;Eemsmond;1651;;
Uitwellingerga;2423;;;Wymbritseradiel;683;;01-01-2011
Uitwellingerga;2423;;;Súdwest Fryslân;1900;01-01-2011;
Uitwijk;3304;;;Woudrichem;874;;
Ulestraten;1465;;;Meerssen;938;;
Ulft;1580;;;Oude IJsselstreek;1509;;
Ulicoten;2884;;;Baarle-Nassau;744;;
Ulrum;3425;;;De Marne;1663;;
Ulvenhout;1704;;;Breda;758;;
Ulvenhout AC;3436;;;Alphen-Chaam;1723;;
Ureterp;3357;;;Opsterland;86
Urk;2143;;;Urk;184
Urmond;1915;;;Stein;971
Ursem;1191;;;Koggenland;1598
Ursem gem. S;1891;;;Schermer;458
Usquert;3485;;;Eemsmond;1651
Utrecht;3295;;;Utrecht;344
Vaals;1429;;;Vaals;981
Vaassen;1345;;;Epe;232
Valburg;1872;;;Overbetuwe;1734
Valkenburg;1709;;;Katwijk;537
Valkenburg;1718;;;Valkenburg aan de Geul;994
Valkenswaard;1100;;;Valkenswaard;858
Valthe;1800;;;Borger-Odoorn;1681
Valthermond;1801;;;Borger-Odoorn;1681
Varik;3367;;;Neerijnen;304
Varsselder;1582;;;Oude IJsselstreek;1509
Varsseveld;1574;;;Oude IJsselstreek;1509
Vasse;1295;;;Tubbergen;183
Veelerveen;2234;;;Bellingwedde;7
Veen;1956;;;Aalburg;738
Veendam;1240;;;Veendam;47
Veenendaal;2048;;;Veenendaal;345
Veenhuizen;1651;;;Noordenveld;1699
Veeningen;3171;;;De Wolden;1690
Veenklooster;3315;;;Kollumerland en Nieuwkruisland;79
Veenoord;1999;;;Emmen;114
Veere;2783;;;Veere;717
Veessen;2866;;;Heerde;246
Vegelinsoord;2513;;;Skarsterlân;51
Veghel;2827;;;Veghel;860
Velddriel;1631;;;Maasdriel;263
Velden;3142;;;Venlo;983
Veldhoven;1384;;;Veldhoven;861
Velp;1500;;;Rheden;275
Velp;3198;;;Grave;786
Velsen-Noord;2833;;30-01-2012;Velsen;453
Velsen-Noord;3538;16-01-2012;;Velsen;453
Velsen-Zuid;2834;;31-01-2012;Velsen;453
Velsen-Zuid;3536;16-01-2012;;Velsen;453
Velserbroek;2839;;;Velsen;453
Venebrugge;1565;;;Hardenberg;160
Venhorst;3139;;;Boekel;755
Venhuizen;1512;;;Drechterland;498
Venlo;1473;;;Venlo;983
Venray;2335;;;Venray;984
Ven-Zelderheide;2481;;;Gennep;907
Vessem;2996;;;Eersel;770
Vethuizen;2211;;;Montferland;1955
Veulen;2336;;;Venray;984
Vianen;2843;;;Vianen;620
Vianen NB;1455;;;Cuijk;1684
Vierakker;1532;;;Bronckhorst;1876
Vierhouten;2985;;;Nunspeet;302
Vierhuizen;3426;;;De Marne;1663
Vierlingsbeek;1223;;;Boxmeer;756
Vierpolders;2369;;;Brielle;501
Vijfhuizen;1613;;;Haarlemmermeer;394
Vijlen;1431;;;Vaals;981
Vilsteren;2554;;;Ommen;175
Vinkega;1743;;;Weststellingwerf;98
Vinkel;2749;;;Maasdonk;1671
Vinkel;3063;;;Bernheze;1721
Vinkenbuurt;2555;;;Ommen;175
Vinkeveen;1930;;07-02-2012;De Ronde Venen;736
Vinkeveen;3550;07-02-2012;;De Ronde Venen;736
Visvliet;2127;;;Zuidhorn;56
Vlaardingen;1015;;;Vlaardingen;622
Vlagtwedde;2298;;;Vlagtwedde;48
Vledder;3122;;;Westerveld;1701
Vledderveen;3078;;;Stadskanaal;37
Vledderveen;3123;;;Westerveld;1701
Vleuten;3296;;;Utrecht;344
Vlieland;3299;;;Vlieland;96
Vlierden;1775;;;Deurne;762
Vlijmen;3503;;;Heusden;797
Vlissingen;1078;;;Vlissingen;718
Vlist;2389;;;Vlist;623
Vlodrop;2595;;;Roerdalen;1669
Voerendaal;1855;;;Voerendaal;986
Vogelenzang;2651;;;Bloemendaal;377
Vogelwaarde;3095;;;Hulst;677
Volendam;1748;;;Edam-Volendam;385
Volkel;1848;;;Uden;856
Vollenhove;2716;;;Steenwijkerland;1708
Vondelingenplaat Rotterdam;3087;;;Rotterdam;599
Voorburg;1622;;;Leidschendam-Voorburg;1916
Voorhout;2004;;;Teylingen;1525
Voorschoten;3231;;;Voorschoten;626
Voorst;1586;;;Oude IJsselstreek;1509
Voorst;2612;;;Voorst;285
Voorthuizen;1055;;;Barneveld;203
Vorchten;2867;;;Heerde;246
Vorden;1534;;;Bronckhorst;1876
Vorstenbosch;3064;;;Bernheze;1721
Vortum-Mullem;1224;;;Boxmeer;756
Vragender;2226;;;Oost Gelre;1586;;
Vredenheim;1181;;;Aa en Hunze;1680;;
Vredepeel;2337;;;Venray;984;;
Vreeland;2223;;;Loenen;329;;01-01-2011
Vreeland;2223;;04-01-2012;Stichtse Vecht;1904;01-01-2011;
Vreeland;3525;04-01-2012;;Stichtse Vecht;1904;;
Vries;2912;;;Tynaarlo;1730;;
Vriescheloo;2235;;;Bellingwedde;7;;
Vriezenveen;3325;;;Twenterand;1700;;
Vroomshoop;3326;;;Twenterand;1700;;
Vrouwenakker;2672;;;Nieuwkoop;569;;
Vrouwenparochie;3334;;;het Bildt;63;;
Vrouwenpolder;2784;;;Veere;717;;
Vught;1619;;;Vught;865;;
Vuren;2357;;;Lingewaal;733;;
Waaksens;2031;;;Littenseradiel;140;;
Waal;1809;;;Liesveld;694;;
Waalre;1006;;;Waalre;866;;
Waalwijk;2597;;;Waalwijk;867;;
Waarde;3466;;;Reimerswaal;703;;
Waardenburg;3368;;;Neerijnen;304;;
Waarder;2478;;;Reeuwijk;595;;01-01-2011
Waarder;2478;;;Bodegraven-Reeuwijk;1901;01-01-2011;
Waardhuizen;3305;;;Woudrichem;874;;
Waarland;3293;;;Harenkarspel;395;;
Waaxens;3412;;;Dongeradeel;58;;
Wachtum;2165;;;Coevorden;109;;
Waddinxveen;3051;;;Waddinxveen;627;;
Wadenoijen;2559;;;Tiel;281;;
Wagenberg;2579;;;Drimmelen;1719;;
Wagenborgen;3244;;;Delfzijl;10;;
Wageningen;2006;;;Wageningen;289;;
Walem;1719;;;Valkenburg aan de Geul;994
Walsoorden;3101;;;Hulst;677
Wâlterswâld;3269;;;Dantumadiel;1891
Wamel;1773;;;West Maas en Waal;668
Wanneperveen;2717;;;Steenwijkerland;1708
Wanroij;2085;;;Sint Anthonis;1702
Wanssum;1861;;;Venray;984
Wânswert;3210;;;Ferwerderadiel;1722
Wapenveld;2868;;;Heerde;246
Wapse;3124;;;Westerveld;1701
Wapserveen;3125;;;Westerveld;1701
Warder;1843;;;Zeevang;478
Warffum;3486;;;Eemsmond;1651
Warfhuizen;3427;;;De Marne;1663
Warfstermolen;3316;;;Kollumerland en Nieuwkruisland;79
Warmenhuizen;3294;;;Harenkarspel;395
Warmond;2005;;21-12-2011;Teylingen;1525;;
Warmond;3542;20-12-2011;;Teylingen;1525;;
Warns;1971;;;Nijefurd;104;;01-01-2011
Warns;1971;;;Súdwest Fryslân;1900;01-01-2011;
Warnsveld;1396;;;Zutphen;301;;
Warstiens;2540;;;Boarnsterhim;55;;
Warten;2541;;;Boarnsterhim;55;;
Waskemeer;1765;;;Ooststellingwerf;85;;
Waspik;2598;;;Waalwijk;867;;
Wassenaar;1821;;;Wassenaar;629;;
Wateren;3126;;;Westerveld;1701;;
Watergang;1945;;;Waterland;852;;
Waterhuizen;1022;;;Hoogezand-Sappemeer;18;;
Wateringen;2664;;;Westland;1783;;
Waterlandkerkje;2963;;;Sluis;1714;;
Waverveen;1933;;07-02-2012;De Ronde Venen;736;;
Waverveen;3551;07-02-2012;;De Ronde Venen;736
Wedde;2236;;;Bellingwedde;7
Weerselo;1417;;;Dinkelland;1774
Weert;1974;;;Weert;988
Weesp;1012;;;Weesp;457
Wehe-den Hoorn;3428;;;De Marne;1663
Wehl;3248;;;Doetinchem;222
Wehl;3522;reservering;;Doetinchem;222
Weidum;2032;;;Littenseradiel;140
Weiteveen;2000;;;Emmen;114
Wekerom;2771;;;Ede;228
Well;1632;;;Maasdriel;263
Well L;1124;;;Bergen (L);893
Wellerlooi;1125;;;Bergen (L);893
Welsum;1382;;;Olst-Wijhe;1773
Wemeldinge;1470;;;Kapelle;678
Wenum Wiesel;2253;;;Apeldoorn;200;;
Wergea;2539;;;Boarnsterhim;55;;
Werkendam;2218;;;Werkendam;870;;
Werkhoven;2605;;;Bunnik;312;;
Wernhout;3491;;;Zundert;879;;
Wervershoof;1106;;;Medemblik;420;01-01-2011;
Wervershoof;1106;;;Wervershoof;459;;01-01-2011
Wesepe;1381;;;Olst-Wijhe;1773;;
Wessem;1919;;;Maasgouw;1641;;
Westbeemster;2172;;;Beemster;370;;
Westbroek;2939;;;De Bilt;310;;
Westdorp;1802;;;Borger-Odoorn;1681;;
Westdorpe;1138;;;Terneuzen;715;;
Westendorp;1575;;;Oude IJsselstreek;1509;;
Westerbeek;2086;;;Sint Anthonis;1702;;
Westerbork;3025;;;Midden-Drenthe;1731;;
Westerbroek;1023;;;Hoogezand-Sappemeer;18;;
Westeremden;3455;;;Loppersum;24;;
Westergeest;3317;;;Kollumerland en Nieuwkruisland;79;;
Westerhaar-Vriezenveensewijk;3327;;;Twenterand;1700;;
Westerhoven;1460;;;Bergeijk;1724;;
Westerland;1490;;;Wieringen;462;;01-01-2012
Westerland;1490;;;Hollands Kroon;1911;01-01-2012;
Westerlee;1900;;;Oldambt;1895;;
Westernieland;3429;;;De Marne;1663;;
Westervelde;1652;;;Noordenveld;1699;;
Westervoort;1936;;;Westervoort;293;;
Westerwijtwerd;3456;;;Loppersum;24;;
West-Graftdijk;1908;;;Graft-De Rijp;365;;
Westhem;2424;;;Wymbritseradiel;683;;01-01-2011
Westhem;2424;;;Súdwest Fryslân;1900;01-01-2011;
Westhoek;3329;;;het Bildt;63;;
Westkapelle;2785;;;Veere;717;;
Westknollendam;1881;;;Zaanstad;479;;
Westmaas;2385;;;Binnenmaas;585;;
West-Terschelling;2625;;;Terschelling;93;;
Westwoud;1513;;;Drechterland;498;;
Westzaan;1882;;;Zaanstad;479;;
Wetering;2718;;;Steenwijkerland;1708;;
Weteringbrug;1606;;;Haarlemmermeer;394;;
Wetsens;3413;;;Dongeradeel;58;;
Wetsinge;2474;;;Winsum;53;;
Weurt;2750;;;Beuningen;209;;
Wezep;3073;;;Oldebroek;269;;
Wezup;2166;;;Coevorden;109;;
Wezuperbrug;2167;;;Coevorden;109;;
Wichmond;1533;;;Bronckhorst;1876;;
Wier;2734;;;Menaldumadeel;83;;01-01-2011
Wier;2734;;;Menameradiel;1908;01-01-2011;
Wierden;1087;;;Wierden;189;;
Wieringerwaard;3187;;;Anna Paulowna;366;;01-01-2012
Wieringerwaard;3187;;;Hollands Kroon;1911;01-01-2012;
Wieringerwerf;2436;;;Wieringermeer;463;;01-01-2012
Wieringerwerf;2436;;;Hollands Kroon;1911;01-01-2012;
Wierum;3414;;;Dongeradeel;58;;
Wijchen;2564;;;Wijchen;296;;
Wijckel;1686;;;Gaasterlân-Sleat;653;;
Wijdenes;1514;;;Drechterland;498;;
Wijdewormer;2288;;;Wormerland;880;;
Wijhe;1380;;;Olst-Wijhe;1773;;
Wijk aan Zee;2736;;;Beverwijk;375;;
Wijk aan Zee;3552;reservering;;Beverwijk;375;;
Wijk bij Duurstede;1302;;;Wijk bij Duurstede;352;;
Wijk en Aalburg;1957;;;Aalburg;738;;
Wijlre;1236;;;Gulpen-Wittem;1729
Wijnaldum;2893;;;Harlingen;72
Wijnandsrade;2361;;;Nuth;951
Wijnbergen;2212;;;Montferland;1955
Wijngaarden;1986;;;Graafstroom;693
Wijnjewoude;3358;;;Opsterland;86
Wijster;3026;;;Midden-Drenthe;1731
Wilbertoord;1979;;;Mill en Sint Hubert;815
Wildervank;1241;;;Veendam;47
Wilhelminadorp;1827;;;Goes;664
Wilhelminaoord;3127;;;Westerveld;1701
Willemsoord;2719;;;Steenwijkerland;1708
Willemstad;1317;;;Moerdijk;1709
Wilnis;1931;;;De Ronde Venen;736
Wilp;2613;;;Voorst;285
Wilsum;2898;;;Kampen;166
Winde;2920;;;Tynaarlo;1730;;
Windraak;2820;;;Sittard-Geleen;1883;;
Winkel;2521;;;Niedorp;412;;01-01-2012
Winkel;2521;;;Hollands Kroon;1911;01-01-2012;
Winneweer;1836;;;Ten Boer;9;;
Winschoten;1471;;;Oldambt;1895;;
Winssen;2753;;;Beuningen;209;;
Winsum;2033;;;Littenseradiel;140;;
Winsum;2475;;;Winsum;53;;
Wintelre;2997;;;Eersel;770;;
Winterswijk;1478;;;Winterswijk;294;;
Winterswijk Brinkheurne;1486;;;Winterswijk;294;;
Winterswijk Corle;1487;;;Winterswijk;294;;
Winterswijk Henxel;1485;;;Winterswijk;294;;
Winterswijk Huppel;1480;;;Winterswijk;294;;
Winterswijk Kotten;1482;;;Winterswijk;294;;
Winterswijk Meddo;1479;;;Winterswijk;294;;
Winterswijk Miste;1484;;;Winterswijk;294;;
Winterswijk Ratum;1481;;;Winterswijk;294;;
Winterswijk Woold;1483;;;Winterswijk;294;;
Wirdum;1205;;05-01-2012;Leeuwarden;80;;
Wirdum;3457;;;Loppersum;24;;
Wirdum;3545;05-01-2012;;Leeuwarden;80;;
Wissenkerke;3191;;;Noord-Beveland;1695;;
Witharen;2556;;;Ommen;175;;
Witmarsum;2325;;;Wûnseradiel;710;;01-01-2011
Witmarsum;2325;;;Súdwest Fryslân;1900;01-01-2011;
Witte Paarden;2720;;;Steenwijkerland;1708;;
Wittelte;3128;;;Westerveld;1701;;
Wittem;1233;;;Gulpen-Wittem;1729;;
Witteveen;3027;;;Midden-Drenthe;1731;;
Wiuwert;2034;;;Littenseradiel;140;;
Wjelsryp;2035;;;Littenseradiel;140;;
Woensdrecht;1004;;;Woensdrecht;873;;
Woerden;1071;;;Woerden;632;;
Woerdense Verlaat;2669;;;Nieuwkoop;569;;
Wognum;3158;;;Medemblik;420;;
Woldendorp;3245;;;Delfzijl;10;;
Wolfheze;2989;;;Renkum;274;;
Wolphaartsdijk;1828;;;Goes;664;;
Wolsum;2425;;;Wymbritseradiel;683;;01-01-2011
Wolsum;2425;;;Súdwest Fryslân;1900;01-01-2011;
Woltersum;1833;;;Ten Boer;9;;
Wolvega;1744;;;Weststellingwerf;98;;
Wommels;2036;;;Littenseradiel;140;;
Wons;2326;;;Wûnseradiel;710;;01-01-2011
Wons;2326;;;Súdwest Fryslân;1900;01-01-2011;
Workum;1965;;;Nijefurd;104;;01-01-2011
Workum;1965;;;Súdwest Fryslân;1900;01-01-2011;
Wormer;2287;;;Wormerland;880;;
Wormerveer;1883;;;Zaanstad;479;;
Woubrugge;3043;;;Kaag en Braassem;1884;;
Woudbloem;1361;;;Slochteren;40;;
Woudenberg;2523;;;Woudenberg;351;;
Woudrichem;3306;;;Woudrichem;874;;
Woudsend;2426;;;Wymbritseradiel;683;;01-01-2011
Woudsend;2426;;;Súdwest Fryslân;1900;01-01-2011;
Wouw;1589;;;Roosendaal;1674;;
Wouwse Plantage;1592;;;Roosendaal;1674;;
Wyns;2442;;;Tytsjerksteradiel;737;;
Wytgaard;1206;;;Leeuwarden;80;;
Yde;2921;;;Tynaarlo;1730;;
Yerseke;3467;;;Reimerswaal;703;;
Ypecolsga;2427;;;Wymbritseradiel;683;;01-01-2011
Ypecolsga;2427;;;Súdwest Fryslân;1900;01-01-2011;
Ysbrechtum;2864;;;Sneek;91;;01-01-2011
Ysbrechtum;2864;;01-01-2011;Súdwest Fryslân;1900;01-01-2011;
Ysbrechtum;3507;01-01-2011;;Súdwest Fryslân;1900;;
Ysselsteyn;2338;;;Venray;984;;
Zaamslag;1139;;;Terneuzen;715;;
Zaandam;1884;;;Zaanstad;479;;
Zaandijk;1885;;;Zaanstad;479;;
Zalk;2897;;;Kampen;166;;
Zaltbommel;2636;;;Zaltbommel;297;;
Zandberg;1803;;;Borger-Odoorn;1681;;
Zandeweer;3487;;;Eemsmond;1651;;
Zandhuizen;1745;;;Weststellingwerf;98;;
Zandpol;2001;;;Emmen;114;;
Zandvoort;1305;;;Zandvoort;473;;
Zeddam;2213;;;Montferland;1955;;
Zeegse;2922;;;Tynaarlo;1730
Zeeland;1850;;;Landerd;1685
Zeerijp;3459;;;Loppersum;24
Zeewolde;1075;;;Zeewolde;50
Zegge;2585;;;Rucphen;840
Zegveld;1074;;;Woerden;632
Zeijen;2923;;;Tynaarlo;1730
Zeijerveen;2396;;;Assen;106
Zeijerveld;2397;;;Assen;106
Zeist;2821;;;Zeist;355
Zelhem;1524;;;Bronckhorst;1876
Zenderen;2051;;;Borne;147
Zennewijnen;2558;;;Tiel;281
Zennewijnen;3369;;;Neerijnen;304
Zetten;1873;;;Overbetuwe;1734
Zevenaar;1297;;;Zevenaar;299
Zevenbergen;1323;;;Moerdijk;1709;;
Zevenbergschen Hoek;1327;;;Moerdijk;1709;;
Zevenbergschen Hoek;2580;;;Drimmelen;1719;;
Zevenhoven;2671;;;Nieuwkoop;569;;
Zevenhuizen;1213;;;Zuidplas;1892;;
Zevenhuizen;2346;;;Leek;22;;
Zierikzee;2689;;;Schouwen-Duiveland;1676;;
Zieuwent;2229;;;Oost Gelre;1586;;
Zijderveld;2844;;;Vianen;620;;
Zijdewind;2522;;;Niedorp;412;;01-01-2012
Zijdewind;2522;;;Hollands Kroon;1911;01-01-2012;
Zijldijk;3460;;;Loppersum;24;;
Zoelen;3384;;;Buren;214;;
Zoelmond;3385;;;Buren;214;;
Zoetermeer;2293;;;Zoetermeer;637;;
Zoeterwoude;2644;;;Zoeterwoude;638;;
Zonnemaire;2690;;;Schouwen-Duiveland;1676
Zorgvlied;3129;;;Westerveld;1701
Zoutelande;2786;;;Veere;717
Zoutkamp;3430;;;De Marne;1663
Zuid-Beijerland;2889;;;Korendijk;588
Zuidbroek;2280;;;Menterwolde;1987
Zuiddorpe;1140;;;Terneuzen;715
Zuidermeer;1192;;;Koggenland;1598
Zuiderwoude;1948;;;Waterland;852
Zuidhorn;2128;;;Zuidhorn;56
Zuidlaarderveen;2925;;;Tynaarlo;1730
Zuidland;1390;;;Bernisse;568
Zuidlaren;2913;;;Tynaarlo;1730
Zuidoostbeemster;2173;;;Beemster;370
Zuid-Scharwoude;1117;;;Langedijk;416
Zuidschermer;1892;;;Schermer;458
Zuidveen;2721;;;Steenwijkerland;1708;;
Zuidveld;3028;;;Midden-Drenthe;1731;;
Zuidvelde;1653;;;Noordenveld;1699;;
Zuidwolde;2832;;;Bedum;5;;
Zuidwolde;3172;;;De Wolden;1690;;
Zuidzande;2972;;;Sluis;1714;;
Zuilichem;2637;;;Zaltbommel;297;;
Zuna;1091;;;Wierden;189;;
Zundert;3489;;;Zundert;879;;
Zurich;2327;;;Wûnseradiel;710;;01-01-2011
Zurich;2327;;;Súdwest Fryslân;1900;01-01-2011;
Zutphen;1395;;;Zutphen;301;;
Zuurdijk;3431;;;De Marne;1663;;
Zwaag;2463;;;Hoorn;405;;
Zwaagdijk;1107;;;Medemblik;420;01-01-2011;
Zwaagdijk;1107;;;Wervershoof;459;;01-01-2011
Zwaagdijk;3159;;;Medemblik;420
Zwaanshoek;1611;;;Haarlemmermeer;394
Zwagerbosch;3318;;;Kollumerland en Nieuwkruisland;79
Zwammerdam;1081;;;Alphen aan den Rijn;484
Zwanenburg;1614;;;Haarlemmermeer;394
Zwartebroek;1060;;;Barneveld;203
Zwartemeer;2002;;;Emmen;114
Zwartewaal;2370;;;Brielle;501
Zwartsluis;2201;;;Zwartewaterland;1896
Zweeloo;2168;;;Coevorden;109
Zweins;1367;;;Franekeradeel;70
Zwiggelte;3029;;;Midden-Drenthe;1731
Zwijndrecht;2399;;;Zwijndrecht;642
Zwinderen;2169;;;Coevorden;109
Zwolle;1182;;;Zwolle;193
